Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sola-pu-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_6974.jpg?v=1607912637,5,,,,,,,,,,,,,,,,,,,,,,
circle-linked-necklace,Circle Linked Necklace,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 1.4em;"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. <br></p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Copper</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 20g</li>
<li class=""li1"" data-mce-fragment=""1"">Measurement: 43+7cm</li>
</ul>",MUSES.,Necklace,"necklace, necklaces, new in",true,Title,Default Title,,,,,"",20.0,shopify,2,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n10.png?v=1607900849,1,,false,,,,,,,,,,,,,,,,,g,,,active
circle-linked-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_7187.jpg?v=1607900849,2,,,,,,,,,,,,,,,,,,,,,,
circle-linked-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n9.png?v=1607900850,3,,,,,,,,,,,,,,,,,,,,,,
circle-linked-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4696.jpg?v=1607900850,4,,,,,,,,,,,,,,,,,,,,,,
double-chain-choker-necklace,Double Chain Choker Necklace,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 1.4em;"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. <br></p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Stainless Steel</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 73g</li>
<li class=""li1"" data-mce-fragment=""1"">Measurement: 40+5cm</li>
<li class=""li1"" data-mce-fragment=""1"">Colour: Dark Gold</li>
</ul>",MUSES.,Necklace,"necklace, necklaces, new in",true,Title,Default Title,,,,,"",73.0,shopify,2,deny,manual,25.00,,true,false,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n6_c29ad29b-28a6-43a1-8c0c-79c4a7ba1161.jpg?v=1607899516,1,,false,,,,,,,,,,,,,,,,,g,,10.73,active
double-chain-choker-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4914.jpg?v=1607899516,2,,,,,,,,,,,,,,,,,,,,,,
double-chain-choker-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n7.png?v=1607899517,3,,,,,,,,,,,,,,,,,,,,,,
double-chain-choker-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4916.jpg?v=1607899517,4,,,,,,,,,,,,,,,,,,,,,,
bawdy-3d-pendant-necklace,Bawdy 3D Pendant Necklace,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Bawdy awdyyy 3d thick thighs pedant necklace.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Environmental Brass</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 28g</li>
<li class=""li1"" data-mce-fragment=""1"">Measurement: 47.5cm chain length</li>
</ul>
<p>                                    pendant: 3.8cm</p>",MUSES.,Necklace,"necklace, necklaces, new in",true,Title,Default Title,,,,,"",28.0,shopify,2,deny,manual,20.00,,true,false,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_5884.jpg?v=1607899268,1,,false,3D Femme Body Pendant Necklace,,,,,,,,,,,,,,,,g,,11.18,active
bawdy-3d-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4889.jpg?v=1607899268,2,,,,,,,,,,,,,,,,,,,,,,
bawdy-3d-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4893.jpg?v=1607899268,3,,,,,,,,,,,,,,,,,,,,,,
bawdy-3d-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_7262.jpg?v=1607899268,4,,,,,,,,,,,,,,,,,,,,,,
coco-chain-hoop-earrings,Coco Chain Hoop Earrings,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Pretty medium-sized link chain hoop earrings.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Environmental Brass</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 8.5g/piece</li>
</ul>",MUSES.,Earrings,"earrings, hoop earrings, new in",true,Title,Default Title,,,,,"",8.5,shopify,2,deny,manual,20.00,,true,false,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_7260.jpg?v=1607898886,1,,false,,,,,,,,,,,,,,,,,g,,11.71,active
coco-chain-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4859.jpg?v=1607898886,2,,,,,,,,,,,,,,,,,,,,,,
coco-chain-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4860.jpg?v=1607898886,3,,,,,,,,,,,,,,,,,,,,,,
coco-chain-hoop-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_6398.jpg?v=1607918879,4,,,,,,,,,,,,,,,,,,,,,,
ewa-gem-stone-choker,EWA Gem Stone Choker,"<meta charset=""utf-8"">
<div data-mce-fragment=""1"" class=""product__description rte"" itemprop=""description"">
<p data-mce-fragment=""1"" class=""p1"">Emerald stone chain necklace. Simple but glam.</p>
<p data-mce-fragment=""1"" class=""p1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a data-mce-fragment=""1"" href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul data-mce-fragment=""1"" class=""ul1"">
<li data-mce-fragment=""1"" class=""li1""><span data-mce-fragment=""1"" class=""s1"">High resistance &amp; Tarnish-free</span></li>
<li data-mce-fragment=""1"" class=""li1"">
<span data-mce-fragment=""1"" class=""s1""></span>Material: Stainless Steel</li>
<li data-mce-fragment=""1"" class=""li1"">
<span data-mce-fragment=""1"" class=""s1""></span>18k Gold plated</li>
<li data-mce-fragment=""1"" class=""li1"">
<span data-mce-fragment=""1"" class=""s1""></span>Lead &amp; Nickel free</li>
<li data-mce-fragment=""1"" class=""li1"">
<span data-mce-fragment=""1"" class=""s1""></span>N.W: 16g</li>
<li data-mce-fragment=""1"" class=""li1"">Measurement: 38+5cm</li>
<li data-mce-fragment=""1"" class=""li1"">Colour: Dark Gold</li>
</ul>
<p data-mce-fragment=""1""><br></p>
</div>
<div data-mce-fragment=""1"" class=""product__form-container"" itemtype=""http://schema.org/Offer"" itemscope="""" itemprop=""offers"">
<div data-mce-fragment=""1"" class=""product__form-wrapper product__form-wrapper--bottom""><form data-mce-fragment=""1"" enctype=""multipart/form-data"" class=""product-form"" id=""product_form_6002784010405"" action=""https://www.shopmuses.com/cart/add"" method=""post"" accept-charset=""UTF-8""></form></div>
</div>",MUSES.,Necklace,"jewellery, necklace, necklaces, new in",true,Title,Default Title,,,,,"",16.0,shopify,1,deny,manual,30.00,,true,false,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n11.jpg?v=1607897601,1,,false,,,,,,,,,,,,,,,,,g,,10.01,active
ewa-gem-stone-choker,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4838.jpg?v=1607897601,2,,,,,,,,,,,,,,,,,,,,,,
ewa-gem-stone-choker,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n12.jpg?v=1607897601,3,,,,,,,,,,,,,,,,,,,,,,
ewa-gem-stone-choker,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/0bcc64ee-35cb-45b5-ba78-c4d1438b5757.jpg?v=1607897601,4,,,,,,,,,,,,,,,,,,,,,,
emerald-link-bracelet,Emerald Link Bracelet,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Emerald stone link chain bracelet. Can be paired with the <a href=""https://www.shopmuses.com/collections/rings/products/hazel-gem-stone-ring"">Emerald Gem Stone Ring</a></p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Stainless Steel</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 30g</li>
<li class=""li1"" data-mce-fragment=""1"">Measurement: 18cm</li>
</ul>
<p data-mce-fragment=""1""><br></p>",MUSES.,bangles/bracelets,"bangles, bangles/bracelets, bracelets, new in",true,Title,Default Title,,,,,"",30.0,shopify,2,deny,manual,30.00,,true,false,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_7257.jpg?v=1607897255,1,,false,,,,,,,,,,,,,,,,,g,,14.71,active
emerald-link-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4900.jpg?v=1607897256,2,,,,,,,,,,,,,,,,,,,,,,
emerald-link-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_7259.jpg?v=1607897256,3,,,,,,,,,,,,,,,,,,,,,,
emerald-link-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4906.jpg?v=1607897256,4,,,,,,,,,,,,,,,,,,,,,,
emerald-link-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4902.jpg?v=1607897256,5,,,,,,,,,,,,,,,,,,,,,,
bb-geometric-bracelet,BB Geometric Bracelet,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Geometric hollow link chain bracelet.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Environmental Brass</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 13g</li>
<li class=""li1"" data-mce-fragment=""1"">Measurement: 17+5.5cm</li>
</ul>",MUSES.,bangles/bracelets,"bangles, bangles/bracelets, bracelets, new in",true,Title,Default Title,,,,,"",12.0,shopify,1,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_7266.jpg?v=1607901010,1,,false,,,,,,,,,,,,,,,,,g,,9.87,active
bb-geometric-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4828.jpg?v=1607900990,2,,,,,,,,,,,,,,,,,,,,,,
bb-geometric-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4831.jpg?v=1607900990,3,,,,,,,,,,,,,,,,,,,,,,
bb-geometric-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_6400.jpg?v=1607900990,4,,,,,,,,,,,,,,,,,,,,,,
chunky-lines-signet-ring,Chunky Lines Signet Ring,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Chunky punk lines gold signet ring.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Stainless Steel</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 9g</li>
<li class=""li1"" data-mce-fragment=""1"">Size: 7</li>
</ul>
<p data-mce-fragment=""1"">See here for<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/sizes"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/sizes"">Ring Size Guide</a></p>",MUSES.,Rings,"gold ring, new in, pearl ring, ring, signet ring",true,Title,Default Title,,,,,"",9.0,shopify,2,deny,manual,15.00,,true,false,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/c1cfac97-331e-4792-ac53-31484471831f.png?v=1610110924,1,,false,,,,,,,,,,,,,,,,,g,,7.82,active
chunky-lines-signet-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/aba7cc99-3a7d-4221-a46b-4a5d5c786634.png?v=1610110924,2,,,,,,,,,,,,,,,,,,,,,,
chunky-lines-signet-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/a402eff9-b163-425c-aa69-90c877e7b49f.jpg?v=1607896617,3,,,,,,,,,,,,,,,,,,,,,,
chunky-lines-signet-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4875.jpg?v=1607896617,4,,,,,,,,,,,,,,,,,,,,,,
oma-watch-band-bracelet,OMA Watch Band Bracelet,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Very gorgeous and slim watch-band bracelet. </p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Environmental Brass</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 8g</li>
<li class=""li1"" data-mce-fragment=""1"">length: 17.5+6.5cm</li>
</ul>
<p data-mce-fragment=""1""><br></p>",MUSES.,bangles/bracelets,"bangles, bangles/bracelets, bracelets, new in",true,Title,Default Title,,,,,"",8.0,shopify,3,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/n8.jpg?v=1607896141,1,,false,,,,,,,,,,,,,,,,,g,,9.26,active
oma-watch-band-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4855.jpg?v=1607896141,2,,,,,,,,,,,,,,,,,,,,,,
oma-watch-band-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4854.jpg?v=1607896141,3,,,,,,,,,,,,,,,,,,,,,,
oma-watch-band-bracelet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_6402.jpg?v=1607918980,4,,,,,,,,,,,,,,,,,,,,,,
3-point-ball-ring,3-point ball ring,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Very trendy and chic 3-ball ring.</p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material: Stainless Steel</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W.: 8g</li>
<li class=""li1"" data-mce-fragment=""1"">Size: adjustable</li>
</ul>
<p data-mce-fragment=""1"">See here for<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/sizes"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/sizes"">Ring Size Guide</a></p>",MUSES.,Rings,"gold ring, new in, ring, signet ring",true,Title,Default Title,,,,,"",7.8,shopify,3,deny,manual,15.99,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/5639cf66-8b0e-4276-9aed-41a35b4dfa7e.png?v=1607895876,1,,false,,,,,,,,,,,,,,,,,g,,7.43,active
3-point-ball-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4909.jpg?v=1607895876,2,,,,,,,,,,,,,,,,,,,,,,
3-point-ball-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4907.jpg?v=1607895876,3,,,,,,,,,,,,,,,,,,,,,,
3-point-ball-ring,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4913.jpg?v=1607895876,4,,,,,,,,,,,,,,,,,,,,,,
sophia-cuff-bangles,Sophia Cuff Bangles,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Link chain cuff bangles, the perfect accessory for any occasion. </p>
<p class=""p1"" data-mce-fragment=""1"">MAKE SURE TO READ OUR<span data-mce-fragment=""1""> </span><a href=""https://www.shopmuses.com/pages/jewellry-care"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.shopmuses.com/pages/jewellry-care"">JEWEL CARE INSTRUCTIONS</a><span data-mce-fragment=""1""> </span>FOR HOW TO PROPERLY CARE FOR YOUR JEWELLERY. </p>
<ul class=""ul1"" data-mce-fragment=""1"">
<li class=""li1"" data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">High resistance &amp; Tarnish-free</span></li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Material:  Environmental Copper</li>
<li class=""li1"" data-mce-fragment=""1"">18k Gold plated</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>Lead &amp; Nickel free</li>
<li class=""li1"" data-mce-fragment=""1"">
<span class=""s1"" data-mce-fragment=""1""></span>N.W: 31g</li>
</ul>
<p data-mce-fragment=""1""><br></p>",MUSES.,bangles/bracelets,"bangles, bangles/bracelets, bracelets, new in",true,Title,Default Title,,,,,"",31.0,shopify,2,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0502/3016/5669/products/0ccd9061-2142-454d-8f3b-a74e78f392a3.jpg?v=1607919117,1,,false,,,,,,,,,,,,,,,,,g,,12.84,active
sophia-cuff-bangles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/79ef310c-aeeb-40f1-89ad-a380da3aa689.jpg?v=1607919117,2,,,,,,,,,,,,,,,,,,,,,,
sophia-cuff-bangles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_4833.jpg?v=1607919117,3,,,,,,,,,,,,,,,,,,,,,,
sophia-cuff-bangles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0502/3016/5669/products/IMG_6404.jpg?v=1607919143,4,,,,,,,,,,,,,,,,,,,,,,
